Abbrev	Ciudad	Region	Universidad-CO	Grado	Grado-Prev	Campo-Estudio	Fulbright-Grant	Genero	Area-Estudio	Departamento	Grado-Area-Estudio	Universidad-US	Cohorte
JWF	CARTAGENA	Caribe	UNIVERSIDAD DE LOS ANDES	MASTER'S	BACHELOR	INGENIERIA INDUSTRIAL	BECA J. WILLIAM FULBRIGHT	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	BOLIVAR	M.S. SUSTAINABLE DEVELOPMENT	University of Maryland - College Park	2010
DU	PEREIRA	Eje Cafetero	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP	Ph.D.	BACHELOR	INGENIERIA MECANICA	BECA PARA DESARROLLO UNIVERSITARIO	MALE	ENGINEERING & APPLIED SCIENCES	RISARALDA	MECHANICAL ENGINEERING	Arizona State University	2006
DU	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERIA MECANICA	BECA PARA DESARROLLO UNIVERSITARIO	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	MECHANICAL ENGINEERING	Rensselaer Polytechnic Institute	2004
DU	PALMIRA	Sur Occidente	UNIVERSIDAD AUTONOMA DE OCCIDENTE	MASTER'S	BACHELOR	INGENIERIA MECANICA	BECA PARA DESARROLLO UNIVERSITARIO	MALE	ENGINEERING & APPLIED SCIENCES	VALLE DEL CAUCA	MECHANICAL ENGINEERING	SUNY Stony Brook	2006
OEA-FLB	SAN ANDRES	Caribe	UNIVERSIDAD PONTIFICIA BOLIVARIANA	MASTER'S	BACHELOR	INGENIERIA QUIMICA	BECA ECOLOGICA OEA-FULBRIGHT	FEMALE	ENGINEERING & APPLIED SCIENCES	ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA		Pennsylvania State University	2004
CLC-DNP	ARMENIA	Eje Cafetero	UNIVERSIDAD DEL QUINDIO	Ph.D.	BACHELOR	LIC. MATEMATICAS Y COMP.	BECA FULBRIGHT-COLCIENCIAS-DNP	MALE	PHYSICAL SCIENCES & MATHEMATICS	QUINDIO	MATHEMATICS	Florida State University	2006
DU	CARTAGENA	Caribe	UNIVERSIDAD DEL ATLANTICO	Ph.D.	BACHELOR	LICENCIATURA EN EDUCACION	BECA PARA DESARROLLO UNIVERSITARIO	MALE	PHYSICAL SCIENCES & MATHEMATICS	BOLIVAR		Washington State University	2004
REG	MONTERIA	Caribe	UNIVERSIDAD DE PAMPLONA	Ph.D.	BACHELOR	LICENCIATURA EN INGLES Y FRANCES	BECA DE POSTGRADO PARA LAS REGIONES	MALE	EDUCATION	CORDOBA	Ph.D. LANGUAGE, LITERACY AND CULTURE	University of Pittsburgh - Main Campus	2009
FLB-CLC	BARRANQUILLA	Caribe	UNIVERSIDAD DEL NORTE	Ph.D.	BACHELOR	MEDICINA	BECA FULBRIGHT-COLCIENCIAS	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	ATLANTICO	BIOTECHNOLOGY	Rutgers, The State University of New Jersey	2004
DU	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	MEDICINA	BECA PARA DESARROLLO UNIVERSITARIO	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SANTANDER		University of Wisconsin - Madison	2005
SRM	ENVIGADO	Valle Aburra	UNIVERSIDAD EAFIT-	MASTER'S	BACHELOR	ENGINEERING, OTHER	BECA FULBRIGHT - SURAMERICANA	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	ANTIOQUIA	M.S. FOOD SCIENCE AND TECHNOLOGY	Ohio State University	2012
REG	FLORIDABLANCA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S		INDUSTRIAL ENGINEERING	BECA DE POSTGRADO PARA LAS REGIONES	MALE	BUSINESS ADMINISTRATION & MANAGEMENT	SANTANDER	MBA	University of Missouri - Columbia	2012
REG	BUCARAMANGA	Santanderes	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-	MASTER'S	BACHELOR	JOURNALISM	BECA DE POSTGRADO PARA LAS REGIONES	MALE	ART & ARCHITECTURE	SANTANDER	MFA MOTION PICTURES	University of Miami	2012
REG	MONTERIA	Caribe	UNIVERSIDAD PONTIFICIA BOLIVARIANA	Ph.D.	BACHELOR	OTHER ENGINEERING	BECA DE POSTGRADO PARA LAS REGIONES	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CORDOBA	Ph.D. FOOD, AGRICULTURAL AND BIOLOGICAL ENGINEERING	Ohio State University	2012
CALDAS	IBAGUE	Tolima Grande	UNIVERSIDAD DEL TOLIMA	Ph.D.	BACHELOR	ZOOLOGY/ANIMAL BIOLOGY, OTHER	BECA COLCIENCIAS FULBRIGHT	FEMALE	PHYSICAL SCIENCES & MATHEMATICS	TOLIMA	Ph.D. ECOLOGY	Colorado State University	2011
CALDAS	SOACHA	Cundi-Boyacense	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	ECONOMICS, GENERAL	BECA COLCIENCIAS FULBRIGHT	MALE	HUMANITIES & SOCIAL SCIENCES	CUNDINAMARCA			2011
CALDAS	BELLO	Valle Aburra	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	MECHANICAL ENGINEERING	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	ANTIOQUIA			2011
REG	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	ECOLOGY	BECA DE POSTGRADO PARA LAS REGIONES	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SANTANDER	Ph.D. PLANT BIOLOGY	University of Vermont	2012
REG	PEREIRA	Eje Cafetero	UNIVERSIDAD DE CALDAS	Ph.D.	BACHELOR	BIOCHEMISTRY	BECA DE POSTGRADO PARA LAS REGIONES	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	RISARALDA	Ph.D. MICROBIOLOGY	Montana State University - Bozeman	2012
REG	TUNJA	Cundi-Boyacense	UNIVERSIDAD DE LOS ANDES	Ph.D.	BACHELOR	BIOLOGY/BIOLOGICAL SCIENCES, GENERAL	BECA DE POSTGRADO PARA LAS REGIONES	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	BOYACA	Ph.D. MOLECULAR GENETICS	University of Missouri - Columbia	2012
CALDAS	SOACHA	Cundi-Boyacense	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	ECONOMICS, GENERAL	BECA COLCIENCIAS FULBRIGHT	MALE	HUMANITIES & SOCIAL SCIENCES	CUNDINAMARCA	Ph.D. ECONOMICS	University of Kansas	2012
PETRO	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	BIOLOGY/BIOLOGICAL SCIENCES, GENERAL	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SANTANDER	Ph.D. MOLECULAR PLANT SCIENCES	Washington State University	2012
PETRO	BUCARAMANGA	Santanderes	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-	MASTER'S	BACHELOR	BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SANTANDER	M.S. ENVIRONMENTAL SCIENCE	SUNY College of Environmental Science and Forestry	2012
CERR	RIOHACHA	Caribe	UNIVERSIDAD METROPOLITANA	MASTER'S	BACHELOR	CLINICAL/MEDICAL LABORATORY ASSISTANT	BECA FULBRIGHT - CERREJON PARA LA GUAJIRA	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	LA GUAJIRA	M.S. PATHOLOGY AND MICROBIOLOGY	University of Nebraska at Omaha	2012
PETRO	YOPAL	Llanos Orientales	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS	MASTER'S	BACHELOR	ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	MALE	ENGINEERING & APPLIED SCIENCES	CASANARE	M.S. ELECTRICAL AND COMPUTER ENGINEERING	Northeastern University	2012
PETRO	GIRON	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	GEOLOGY/EARTH SCIENCE, GENERAL	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	FEMALE	PHYSICAL SCIENCES & MATHEMATICS	SANTANDER	M.S. GEOLOGY	University of Oklahoma	2012
ARTS	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INDUSTRIAL ENGINEERING	BECA FULBRIGHT - MINCULTURA PARA ARTISTAS	FEMALE	ART & ARCHITECTURE	SANTANDER	MFA DANCE	University of Illinois at Urbana-Champaign	2012
AMZ	LETICIA	Amazonia	UNIVERSIDAD DE LOS ANDES	MASTER'S	BACHELOR	PSICOLOGIA	BECA PARA EL ESTUDIO DE LA CUENCA AMAZONICA	MALE	HUMANITIES & SOCIAL SCIENCES	AMAZONAS		University of Illinois at Urbana-Champaign	1999
S&T	PEREIRA	Eje Cafetero	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP	Ph.D.	BACHELOR	INGENIERO DE SISTEMAS Y COMPUTACION	BECA INTERNACIONAL DE CIENCIA Y TECNOLOGIA	MALE	ENGINEERING & APPLIED SCIENCES	RISARALDA	Ph.D. COMPUTER SCIENCE	University of Maryland - College Park	2008
TEP	BUCARAMANGA	Santanderes	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-	INV & DOC	BACHELOR	EDUCACION	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	SANTANDER		University of North Dakota	2009
TEP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	INV & DOC	BACHELOR	LENGUAS MODERNAS	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	ATLANTICO		University of North Dakota	2009
TEP	CHIA	Cundi-Boyacense	PONTIFICIA UNIVERSIDAD JAVERIANA	INV & DOC	BACHELOR	LENGUAS MODERNAS	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	CUNDINAMARCA		University of Nebraska - Lincoln	2009
TEP	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	INV & DOC	BACHELOR	LENGUAS MODERNAS	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	CALDAS		Purdue University	2009
TEP	MONTERIA	Caribe	UNIVERSIDAD DE CORDOBA	INV & DOC	BACHELOR	EDUCACION	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	CORDOBA		University of Nebraska - Lincoln	2009
FLTA	TUNJA	Cundi-Boyacense	UNIVERSIDAD PEDAGOGICA NACIONAL	INV & DOC	BACHELOR	LICENCIADO EN ESPAÑOL E INGLES	BECA PROFESOR COLOMBIANO DE INGLES	MALE	EDUCATION	BOYACA		University of Alabama at Birmingham	2009
CALDAS	BELLO	Valle Aburra	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	MECHANICAL ENGINEERING	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	ANTIOQUIA	Ph.D. MECHANICAL ENGINEERING	Florida State University	2012
CALDAS	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	Ph.D.	BACHELOR	BIOLOGY/BIOLOGICAL SCIENCES, GENERAL	BECA COLCIENCIAS FULBRIGHT	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CAUCA	Ph.D. MICROBIOLOGY AND CELL SCIENCE	University of Florida	2012
CALDAS	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	COMPUTER ENGINEERING, GENERAL	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	Ph.D. ELECTRICAL AND COMPUTER ENGINEERING	University of Delaware	2012
CALDAS	CALDAS	Eje Cafetero	UNIVERSIDAD DE ANTIOQUIA	Ph.D.	BACHELOR	MATHEMATICS TEACHER EDUCATION	BECA COLCIENCIAS FULBRIGHT	MALE	PHYSICAL SCIENCES & MATHEMATICS	CALDAS			2012
CLC- FLB	BUCARAMANGA	Santanderes	UNIVERSIDAD EL BOSQUE	Ph.D.	BACHELOR	MEDICINE (MD)	BECA COLCIENCIAS FULBRIGHT	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SANTANDER	Ph.D. EPIDEMIOLOGY	University of Florida	2013
CALDAS	BUCARAMANGA	Santanderes	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD	Ph.D.	MASTER'S	PUBLIC HEALTH, OTHER	BECA COLCIENCIAS FULBRIGHT	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SANTANDER			2012
SRM	ENVIGADO	Valle Aburra	UNIVERSIDAD EAFIT-	MASTER'S	BACHELOR	ACCOUNTING AND BUSINESS/MANAGEMENT	BECA FULBRIGHT - SURAMERICANA	MALE	BUSINESS ADMINISTRATION & MANAGEMENT	ANTIOQUIA	MBA	Georgia Institute of Technology - Main Campus	2013
FLB-LSP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL NORTE	MASTER'S	BACHELOR	ADMINISTRACION DE EMPRESAS	BECA FULBRIGHT-LASPAU	MALE	BUSINESS ADMINISTRATION & MANAGEMENT	ATLANTICO	MARKETING	Indiana University Bloomington	1976
FLB-LSP	CUCUTA	Santanderes	UNIVERSIDAD NACIONAL DE COLOMBIA	MASTER'S	BACHELOR	ADMINISTRACION DE EMPRESAS	BECA FULBRIGHT-LASPAU	MALE	HUMANITIES & SOCIAL SCIENCES	NORTE DE SANTANDER		Western Michigan University	1986
DU	BUCARAMANGA	Santanderes	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-	MASTER'S	BACHELOR	ADMINISTRACION DE EMPRESAS	BECA PARA DESARROLLO UNIVERSITARIO	FEMALE	EDUCATION	SANTANDER		Columbia University in the City of New York	2001
LID	QUIBDO	Pacifico	UNIVERSIDAD TECNOLOGICA DE BOLIVAR	MASTER'S	BACHELOR	AGRICULTURAL/BIOLOGICAL ENGINEERING AND BIOENGINEERING	BECA PARA LIDERES AFRODESCENDIENTES	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CHOCO	M.S. AGRICULTURAL ECONOMICS	University of Nebraska - Lincoln	2013
CLC- FLB	LA ESTRELLA	Valle Aburra	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	AGRICULTURAL/BIOLOGICAL ENGINEERING AND BIOENGINEERING	BECA COLCIENCIAS FULBRIGHT	FEMALE	ENGINEERING & APPLIED SCIENCES	ANTIOQUIA	WATER RESOURCES ENGINEERING	North Carolina State University	2013
PAS	PASTO	Sur Occidente	UNIVERSIDAD DE NARIÑO	INV & DOC	BACHELOR	AGRONOMIA	BECA PARA PASANTIAS DE INVESTIGACION	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	NARIÑO		Ferris State University	1992
JWF	LETICIA	Amazonia	UNIVERSIDAD DE ANTIOQUIA	MASTER'S	BACHELOR	ANTROPOLOGIA	BECA J. WILLIAM FULBRIGHT	MALE	HUMANITIES & SOCIAL SCIENCES	AMAZONAS		The New School	1987
FLB-LSP	FLORIDABLANCA	Santanderes	UNIVERSIDAD DEL CAUCA	MASTER'S	BACHELOR	ANTROPOLOGIA	BECA FULBRIGHT-LASPAU	FEMALE	HUMANITIES & SOCIAL SCIENCES	SANTANDER		University of Pittsburgh - Main Campus	1989
JWF	BARRANQUILLA	Caribe	UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA	MASTER'S	BACHELOR	ARQUITECTURA	BECA J. WILLIAM FULBRIGHT	FEMALE	ART & ARCHITECTURE	ATLANTICO	LANDSCAPE ARCHITECTURE	SUNY College of Environmental Science and Forestry	1991
LID	SAN ANDRES	Caribe	UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA	MASTER'S	BACHELOR	AUDIOVISUAL COMMUNICATIONS TECHNOLOGIES/TECHNICIANS, OTHER	BECA PARA LIDERES AFRODESCENDIENTES	MALE	ART & ARCHITECTURE	ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA	M.A. TELEVISION, FILM AND NEW MEDIA	San Diego State University	2013
CERR	VALLEDUPAR	Caribe	UNIVERSIDAD DEL ATLANTICO	MASTER'S	BACHELOR	BILINGUAL, MULTILINGUAL, AND MULTICULTURAL EDUCATION, OTHER	BECA FULBRIGHT - CERREJON PARA LA GUAJIRA	FEMALE	EDUCATION	CESAR	M.A. TEACHING ENGLISH AS A SECOND LANGUAGE	Southern Illinois University Edwardsville	2013
VS	SANTA MARTA	Caribe	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO	INV & DOC	BACHELOR	BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY, OTHER	BECA PROFESOR INVESTIGADOR VISITANTE COLOMBIANO	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	MAGDALENA	MARINE BIOLOGY	WOODS HOLE OCEANOGRAPHIC INSTITUTION	2013
FLB-LSP	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	MASTER'S	BACHELOR	BIOLOGIA	BECA FULBRIGHT-LASPAU	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CAUCA		University of Mississippi	1985
FLB-CLC	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	Ph.D.	BACHELOR	BIOLOGIA	BECA FULBRIGHT-COLCIENCIAS	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CAUCA	TOXICOLOGY	The University of Texas Medical Branch	1996
FLB-CLC	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	Ph.D.	BACHELOR	BIOLOGIA	BECA FULBRIGHT-COLCIENCIAS	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CAUCA	TOXICOLOGY	The University of Texas Medical Branch	1996
ARTS	BUCARAMANGA	Santanderes	UNIVERSIDAD DE LOS ANDES	MASTER'S	BACHELOR	BIOLOGIA	BECA FULBRIGHT - MINCULTURA PARA ARTISTAS	FEMALE	ART & ARCHITECTURE	SANTANDER	DANCE	University of Utah	2007
EST. CUL	SANTA MARTA	Caribe	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO	MASTER'S	BACHELOR	BIOLOGIA MARINA	BECA DE ESTUDIOS CULTURALES PARA COMUNIDADES AFRODESCENDIENTES E INDIGENAS	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	MAGDALENA	M.S. WATER, WETLANDS AND MARINE RESOURCES MANAGEMENT	University of South Florida	2009
AMZ	LETICIA	Amazonia	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO	MASTER'S	BACHELOR	BIOLOGIA MARINA	BECA PARA EL ESTUDIO DE LA CUENCA AMAZONICA	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	AMAZONAS		SUNY College of Environmental Science and Forestry	1994
JWF	SANTA MARTA	Caribe	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO	Ph.D.	BACHELOR	BIOLOGIA MARINA	BECA J. WILLIAM FULBRIGHT	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	MAGDALENA	MARINE BIOLOGY	University of Texas at Austin	1984
FLB-LSP	QUIBDO	Pacifico	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC	MASTER'S	BACHELOR	BIOLOGIA Y QUIMICA	BECA FULBRIGHT-LASPAU	MALE	PHYSICAL SCIENCES & MATHEMATICS	CHOCO		Ball State University	1981
FLB-LSP	NEIVA	Tolima Grande	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	BIOLOGIA Y QUIMICA	BECA FULBRIGHT-LASPAU	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	HUILA	FISHERIES	Virginia Polytechnic Institute and State University	1993
PETRO	CAJICA	Cundi-Boyacense	UNIVERSIDAD MILITAR-NUEVA GRANADA	MASTER'S	BACHELOR	BIOLOGY	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CUNDINAMARCA	M.S. ENTOMOLOGY	Michigan State University	2015
CLC- FLB	ENVIGADO	Valle Aburra	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA	Ph.D.	BACHELOR	BIOMEDICAL/MEDICAL ENGINEERING	BECA COLCIENCIAS FULBRIGHT	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	ANTIOQUIA	Ph.D. BIOENGINEERING	University of Pittsburgh - Main Campus	2014
SRM	ENVIGADO	Valle Aburra	UNIVERSIDAD EAFIT-	MASTER'S	BACHELOR	BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL	BECA FULBRIGHT - SURAMERICANA	FEMALE	BUSINESS ADMINISTRATION & MANAGEMENT	ANTIOQUIA	M.A. HUMAN RESOURCES AND INDUSTRIAL RELATIONS	University of Minnesota Medical Center - Fairview	2013
LID	QUIBDO	Pacifico	UNIVERSIDAD PONTIFICIA BOLIVARIANA	MASTER'S	BACHELOR	CHEMICAL ENGINEERING	BECA PARA LIDERES AFRODESCENDIENTES	MALE	ENGINEERING & APPLIED SCIENCES	CHOCO	M.S. CHEMICAL ENGINEERING	University of Illinois at Chicago	2014
PETRO	YOPAL	Llanos Orientales	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	CHEMICAL ENGINEERING	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	MALE	ENGINEERING & APPLIED SCIENCES	CASANARE	Ph.D. CHEMICAL ENGINEERING	Purdue University	2013
CLC- FLB	FLORIDABLANCA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	CHEMICAL ENGINEERING	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	Ph.D. CHEMICAL ENGINEERING	Washington State University	2014
CLC- FLB	ENVIGADO	Valle Aburra	UNIVERSIDAD DE ANTIOQUIA	Ph.D.	BACHELOR	CHEMISTRY, GENERAL	BECA COLCIENCIAS FULBRIGHT	MALE	PHYSICAL SCIENCES & MATHEMATICS	ANTIOQUIA	Ph.D. POLYMER SCIENCE AND ENGINEERING	University of Massachusetts Amherst	2013
PETRO	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	CHEMISTRY, GENERAL	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SANTANDER	M.S. FOOD SCIENCE AND TECHNOLOGY	Ohio State University	2014
FLB-LSP	ARMENIA	Eje Cafetero	UNIVERSIDAD DEL QUINDIO	MASTER'S	BACHELOR	CIENCIAS SOCIALES	BECA FULBRIGHT-LASPAU	MALE	HUMANITIES & SOCIAL SCIENCES	QUINDIO	LATIN AMERICAN HISTORY	University of Pittsburgh - Main Campus	1981
SIR	TUNJA	Cundi-Boyacense	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC	INV & DOC	BACHELOR	CIENCIAS SOCIALES	BECA PROFESOR COLOMBIANO EN RESIDENCIA	MALE	HUMANITIES & SOCIAL SCIENCES	BOYACA		University of Alabama at Birmingham	1983
CLC- FLB	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	CIVIL ENGINEERING	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	Ph.D. CIVIL AND ENVIRONMENTAL ENGINEERING	University of Nevada - Reno	2015
PETRO	BUCARAMANGA	Santanderes	UNIVERSIDAD DE LOS ANDES	Ph.D.	BACHELOR	CIVIL ENGINEERING	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	FEMALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	Ph.D. BUILDING CONSTRUCTION	Georgia Institute of Technology - Main Campus	2013
CLC- FLB	RIOSUCIO	Eje Cafetero	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	CIVIL ENGINEERING, GENERAL	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	CALDAS	Ph.D. CIVIL AND ENVIRONMENTAL ENGINEERING	University of California, Berkeley	2013
ARTS	BARRANQUILLA	Caribe	UNIVERSIDAD DEL NORTE	MASTER'S	BACHELOR	COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, OTHER	BECA FULBRIGHT - MINCULTURA PARA ARTISTAS	FEMALE	ART & ARCHITECTURE	ATLANTICO	MFA PLAYWRITING AND SCREENWRITING	Ohio University - Main Campus	2014
LID	CARTAGENA	Caribe	UNIVERSIDAD DE CARTAGENA	MASTER'S	BACHELOR	COMMUNICATIONS	BECA PARA LIDERES AFRODESCENDIENTES	FEMALE	HUMANITIES & SOCIAL SCIENCES	BOLIVAR	MASTER LATIN AMERICAN STUDIES	Georgetown University	2015
NEXUS	BARRANQUILLA	Caribe	UNIVERSIDAD DEL NORTE	INV & DOC	BACHELOR	COMPUTER SCIENCE	BECA FULBRIGHT NEXUS APPLIED RESEARCH PROGRAM	MALE	ENGINEERING & APPLIED SCIENCES	ATLANTICO		Purdue University	2012
NEXUS	BARRANQUILLA	Caribe	University of South Florida	INV & DOC	DOCTORAL	COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS	BECA FULBRIGHT NEXUS APPLIED RESEARCH PROGRAM	MALE	ENGINEERING & APPLIED SCIENCES	ATLANTICO		University of Colorado	2011
DU	BARRANQUILLA	Caribe	UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA	Ph.D.	BACHELOR	COMUNICACION SOCIAL	BECA PARA DESARROLLO UNIVERSITARIO	MALE	HUMANITIES & SOCIAL SCIENCES	ATLANTICO		Rutgers, The State University of New Jersey	2000
JWF	BUCARAMANGA	Santanderes	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO	MASTER'S	BACHELOR	COMUNICACION SOCIAL	BECA J. WILLIAM FULBRIGHT	MALE	HUMANITIES & SOCIAL SCIENCES	SANTANDER		University of Iowa	1988
JWF	BARRANQUILLA	Caribe	UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA	MASTER'S		COMUNICACION SOCIAL	BECA J. WILLIAM FULBRIGHT	MALE	HUMANITIES & SOCIAL SCIENCES	ATLANTICO		Ohio University - Main Campus	1992
HHH	BARRANQUILLA	Caribe	UNIVERSIDAD LIBRE	INV & DOC	BACHELOR	DERECHO	BECA HUBERT H. HUMPHREY	FEMALE	LAW	ATLANTICO		University of California, Berkeley	2006
FLB-LSP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL NORTE	MASTER'S	BACHELOR	DERECHO	BECA FULBRIGHT-LASPAU	FEMALE	HUMANITIES & SOCIAL SCIENCES	ATLANTICO		Ohio University - Main Campus	1991
